Polling Booth Name,Polling Booth Address,HearingAid,Braille,Interpreter Services,latitude,longitude
"Ground Floor, Room No. 4 Nadkarni Park (New) Colony, Wadala (East), Mumbai - 37","Ground Floor, Room No. 4 Nadkarni Park (New) Colony, Wadala (East), Mumbai - 37",Yes,No,No,19.0153992,72.8626251
"Ground Floor, Hall Nadkarni Park (New) Colony, Wadala (East), Mumbai-37","Ground Floor, Hall Nadkarni Park (New) Colony, Wadala (East), Mumbai-37",No,Yes,Yes,19.0153992,72.8626251
"Ground Floor, Room No 1 Plan 32 (Shiwadi-Wadala), Jain Darasar Marg, Wadala (West), Mumbai -31","Ground Floor, Room No 1 Plan 32 (Shiwadi-Wadala), Jain Darasar Marg, Wadala (West), Mumbai -31",Yes,No,No,19.0164103,72.855261
"Ground Floor, Room No 2 Plan 32 (Shiwadi-Wadala), Jain Darasar Marg, Wadala (West), Mumbai -31","Ground Floor, Room No 2 Plan 32 (Shiwadi-Wadala), Jain Darasar Marg, Wadala (West), Mumbai -31",Yes,No,Yes,19.0164103,72.855261
"First Floor, Room No 3 Plan 32 (Shiwadi-Wadala), Jain Darasar Marg, Wadala (West), Mumbai -31","First Floor, Room No 3 Plan 32 (Shiwadi-Wadala), Jain Darasar Marg, Wadala (West), Mumbai -31",Yes,Yes,Yes,19.0164103,72.855261
"Ground Floor, Room No 4 Plan 32 (Shiwadi-Wadala), Jain Darasar Marg, Wadala (West), Mumbai-31","Ground Floor, Room No 4 Plan 32 (Shiwadi-Wadala), Jain Darasar Marg, Wadala (West), Mumbai-31",No,Yes,No,19.0164103,72.855261
"Ground Floor, Room No.1 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15","Ground Floor, Room No.1 Rafi Ahmed Kidwai Road (E) (Shiwadi-Wadala), Shiwadi, Mumbai-15",Yes,Yes,Yes,19.0132232,72.8546467
"Ground Floor Hall, Partition - A Lokmanya Tilak Colony Lane No.-2, Dadar (East), Mumbai 14","Ground Floor Hall, Partition - A Lokmanya Tilak Colony Lane No.-2, Dadar (East), Mumbai 14",No,Yes,Yes,19.0180245,72.84490140000001
"Ground Floor Hall, Partition - B Lokmanya Tilak Colony Lane No.-2, Dadar (East), Mumbai 14","Ground Floor Hall, Partition - B Lokmanya Tilak Colony Lane No.-2, Dadar (East), Mumbai 14",No,Yes,No,19.0180245,72.84490140000001
"Ground Floor Hall, Partition - C Lokmanya Tilak Colony Road No.-2, Dadar (East), Mumbai 14","Ground Floor Hall, Partition - C Lokmanya Tilak Colony Road No.-2, Dadar (East), Mumbai 14",No,Yes,No,19.0192599,72.8472247
"Open Stage, Partition - A Sir Bhalchandra Road, Dadar (East), Mumbai - 14","Open Stage, Partition - A Sir Bhalchandra Road, Dadar (East), Mumbai - 14",Yes,No,Yes,19.0199237,72.8479457
"Open Stage, Partition - B Sir Bhalchandra Road, Dadar (East), Mumbai - 14","Open Stage, Partition - B Sir Bhalchandra Road, Dadar (East), Mumbai - 14",No,Yes,Yes,19.0199237,72.8479457
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No.- 1 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No.- 1 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",Yes,Yes,No,19.015996,72.864299
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 2 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 2 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",No,Yes,Yes,19.015996,72.864299
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 3 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 3 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",Yes,No,Yes,19.015996,72.864299
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 4","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 4",No,Yes,No,19.0136868,72.86539429999999
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 5 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 5 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",Yes,No,Yes,19.0136868,72.86539429999999
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 6","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 6",No,Yes,Yes,19.0136868,72.86539429999999
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 7 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 7 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",No,No,Yes,19.015996,72.864299
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 8 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 8 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",No,No,No,19.015996,72.864299
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 9 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 9 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",No,No,Yes,19.015996,72.864299
"Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 10 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Marathi School, Ground Floor, Room No. 10 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",Yes,Yes,No,19.0136868,72.86539429999999
"Koraba Mithagar Municiple Hindi School, Ground Floor, Room No. 1 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Hindi School, Ground Floor, Room No. 1 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",No,Yes,Yes,19.0136868,72.86539429999999
"Koraba Mithagar Municiple Hindi School,Ground Floor, Room No. 2 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37","Koraba Mithagar Municiple Hindi School,Ground Floor, Room No. 2 Baba Barkat Ali Dargah Marg(E.), Opposite Wadala Police Station, Wadala (East), Mumbai -37",No,No,No,19.0136868,72.86539429999999
"First Floor, Room No. 1 Reynolds Marg, Tejas Nagar, Wadala (East), Mumbai-37","First Floor, Room No. 1 Reynolds Marg, Tejas Nagar, Wadala (East), Mumbai-37",Yes,Yes,No,19.0066737,72.855508
"Ground Floor Hall, Partition - A Raynolds Marg, Tejas Nagar, Wadala (East), Mumbai-37","Ground Floor Hall, Partition - A Raynolds Marg, Tejas Nagar, Wadala (East), Mumbai-37",Yes,Yes,No,19.012105,72.8581943
"Ground Floor Hall, Partition - B Raynolds Marg, Tejas Nagar, Wadala (East), Mumbai-37","Ground Floor Hall, Partition - B Raynolds Marg, Tejas Nagar, Wadala (East), Mumbai-37",Yes,Yes,Yes,19.012105,72.8581943
"Ground Floor Hall, Partition - C Raynolds Marg, Tejas Nagar, Wadala (East), Mumbai-37","Ground Floor Hall, Partition - C Raynolds Marg, Tejas Nagar, Wadala (East), Mumbai-37",Yes,No,No,19.012105,72.8581943
"Ground Floor, Room No.-1 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31","Ground Floor, Room No.-1 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31",Yes,No,No,19.0134302,72.8540881
"Ground Floor, Hall Partition - A Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31","Ground Floor, Hall Partition - A Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31",No,No,Yes,19.0134302,72.8540881
"Ground Floor, Hall Partition - B Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31","Ground Floor, Hall Partition - B Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31",No,No,No,19.0134302,72.8540881
"Play Ground Pandal - 1 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31","Play Ground Pandal - 1 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31",No,Yes,Yes,19.0134302,72.8540881
"Play Ground Pandal - 2 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31","Play Ground Pandal - 2 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31",No,Yes,No,19.0134302,72.8540881
"Play Ground Pandal-3 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31","Play Ground Pandal-3 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31",No,No,Yes,19.0134302,72.8540881
"Play Ground Pandal - 4 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31","Play Ground Pandal - 4 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31",Yes,Yes,No,19.0134302,72.8540881
"Play Ground Pandal - 5 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31","Play Ground Pandal - 5 Plan 57 Road No.37, Tilak Road, Opposite Wadala Bus Depot., Wadala (West), Mumbai-31",No,Yes,Yes,19.0134302,72.8540881
"Ground Floor, Room No.-1 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31","Ground Floor, Room No.-1 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31",Yes,Yes,No,19.0132123,72.8558913
"Ground Floor, Room No.-2 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31","Ground Floor, Room No.-2 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31",No,No,Yes,19.015111,72.857381
"Ground Floor, Room No.-3 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31","Ground Floor, Room No.-3 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31",No,Yes,No,19.0150292,72.8572387
"Ground Floor, Room No.- 4 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31","Ground Floor, Room No.- 4 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31",No,No,No,19.0165906,72.8587983
"Ground Floor, Room No. 5 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31","Ground Floor, Room No. 5 Rafi Ahmed Kidwai Marg (E.), Azad Nagar Complex, Wadala (East), Mumbai-31",Yes,No,Yes,19.0138,72.855828
"Ground Floor Hall Partition - A Dr. Bhavani Shankar Dadarkar Road, Dadar (West), Mumbai- 28","Ground Floor Hall Partition - A Dr. Bhavani Shankar Dadarkar Road, Dadar (West), Mumbai- 28",Yes,No,No,19.0179304,72.8385771
"Ground Floor Hall Partition - B Dr. Bhavani Shankar Dadarkar Road, Dadar (West), Mumbai- 28","Ground Floor Hall Partition - B Dr. Bhavani Shankar Dadarkar Road, Dadar (West), Mumbai- 28",Yes,Yes,Yes,19.0179304,72.8385771
"Sahakar Nagar, Ground Floor, Room No. 1 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31","Sahakar Nagar, Ground Floor, Room No. 1 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31",Yes,Yes,No,19.0115378,72.8534134
Sahkar Nagar Municiple higher Primary english school Wadala west Mumbai-31,Sahkar Nagar Municiple higher Primary english school Wadala west Mumbai-31,No,Yes,Yes,19.0164103,72.855261
"Sahakar Nagar, Open Space Pandal - 1 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31","Sahakar Nagar, Open Space Pandal - 1 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31",No,Yes,Yes,19.0115378,72.8534134
"Sahakar Nagar, Open Space Pandal - 2 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31","Sahakar Nagar, Open Space Pandal - 2 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31",Yes,No,Yes,19.0115378,72.8534134
"Sahakar Nagar, Open Space Pandal - 3 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31","Sahakar Nagar, Open Space Pandal - 3 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31",Yes,No,No,19.0115378,72.8534134
"Sahakar Nagar, Open Space Pandal - 4 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31","Sahakar Nagar, Open Space Pandal - 4 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31",No,Yes,No,19.0115378,72.8534134
"Sahakar Nagar, Open Space Pandal - 5 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31","Sahakar Nagar, Open Space Pandal - 5 Plan 57, Road No.26 Sahakar Nagar, Wadala Mumbai 31",Yes,No,Yes,19.0115378,72.8534134
"Backside Open Play Ground Pandal - 1 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28","Backside Open Play Ground Pandal - 1 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28",No,Yes,Yes,19.0208325,72.840678
"Backside Open Play Ground Pandal - 2 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28","Backside Open Play Ground Pandal - 2 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28",Yes,Yes,No,19.0208325,72.840678
"Backside Open Play Ground Pandal - 3 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28","Backside Open Play Ground Pandal - 3 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28",No,Yes,No,19.0208325,72.840678
"Ground Floor Car Parking Shed Partition - A Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28","Ground Floor Car Parking Shed Partition - A Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28",Yes,No,Yes,19.0208325,72.840678
"Ground Floor Car Parking Shed Partition - B Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28","Ground Floor Car Parking Shed Partition - B Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28",Yes,Yes,Yes,19.0208325,72.840678
"Backside Open Play Ground Pandal - 4 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28","Backside Open Play Ground Pandal - 4 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28",Yes,No,Yes,19.0208325,72.840678
"Backside Open Play Ground Pandal - 5 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28","Backside Open Play Ground Pandal - 5 Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28",Yes,No,Yes,19.0208325,72.840678
"Ground Floor Hall Partition - C Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28","Ground Floor Hall Partition - C Dr.Bhavanishankar Dadarkar Marg, Dadar(W), Mumbai 28",No,Yes,Yes,19.0208325,72.840678
"Middle Open Play Ground, Pandal - 1 Dr. Bhavani Shankar Dadarkar Road, Dadar (West), Mumbai- 28","Middle Open Play Ground, Pandal - 1 Dr. Bhavani Shankar Dadarkar Road, Dadar (West), Mumbai- 28",Yes,No,No,19.0208325,72.840678
"Ground Floor, Room No. 1 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No. 1 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",Yes,No,Yes,19.0138935,72.8443036
"Gymkhana Ground   Dr. N. A. Purandare Stadium, Pandal - 1 S.S.Wagh Marg (North), Nigaon,Dadar (E) Mumbai 14","Gymkhana Ground   Dr. N. A. Purandare Stadium, Pandal - 1 S.S.Wagh Marg (North), Nigaon,Dadar (E) Mumbai 14",Yes,Yes,Yes,19.0123363,72.8448626
"Gymkhana Ground   Dr. N. A. Purandare Stadium, Pandal - 2S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14","Gymkhana Ground   Dr. N. A. Purandare Stadium, Pandal - 2S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14",No,Yes,Yes,19.0123363,72.8448626
"Gymkhana Ground   Dr. N. A. Purandare Stadium, Pandal - 3 S.S.Wagh Marg (North), Nigaon,Dadar (E) Mumbai 14","Gymkhana Ground   Dr. N. A. Purandare Stadium, Pandal - 3 S.S.Wagh Marg (North), Nigaon,Dadar (E) Mumbai 14",No,No,No,19.0123363,72.8448626
"Gymkhana Ground   Dr. N. A. Purandare Stadium, Pandal - 4 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14","Gymkhana Ground   Dr. N. A. Purandare Stadium, Pandal - 4 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14",Yes,Yes,Yes,19.0123363,72.8448626
"Ground Floor Room No.1 S.S.Wagh Marg (North), Nigaon,Dadar (E) Mumbai 14","Ground Floor Room No.1 S.S.Wagh Marg (North), Nigaon,Dadar (E) Mumbai 14",No,No,No,19.0112644,72.8471995
"Ground Floor Room No.2 S.S.Wagh Marg (North), Nigaon,Dadar (E) Mumbai 14","Ground Floor Room No.2 S.S.Wagh Marg (North), Nigaon,Dadar (E) Mumbai 14",No,Yes,Yes,19.0113215,72.8458685
"Ground Floor Hall Partition - A S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14","Ground Floor Hall Partition - A S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14",No,No,Yes,19.0114166,72.8460948
"Ground Floor Hall Partition-B S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14","Ground Floor Hall Partition-B S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14",Yes,Yes,Yes,19.0114166,72.8460948
"Ground Floor Hall Partition-C S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14","Ground Floor Hall Partition-C S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14",Yes,No,Yes,19.0114166,72.8460948
"Ground Floor, Room No.1 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14","Ground Floor, Room No.1 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14",No,Yes,No,19.0112644,72.8471995
"Ground Floor, Room No.2 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14","Ground Floor, Room No.2 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14",No,No,Yes,19.0113215,72.8458685
"Open Ground, Pandal - 1 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14","Open Ground, Pandal - 1 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14",Yes,No,Yes,19.0112644,72.8471995
"Open Ground, Pandal - 2 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14","Open Ground, Pandal - 2 S.S.Wagh Marg (North), Nigaon, Dadar (E) Mumbai 14",Yes,Yes,No,19.0113215,72.8458685
"New Asha Buliding,Ground Floor, Room No.1 Dadasaheb Phalke Road, Dadar (E), Mumbai 14","New Asha Buliding,Ground Floor, Room No.1 Dadasaheb Phalke Road, Dadar (E), Mumbai 14",No,Yes,No,19.015541,72.84322569999999
"Ground Floor, Room No. 1 Dadasaheb Phalke Road, Dadar (E), Mumbai 14","Ground Floor, Room No. 1 Dadasaheb Phalke Road, Dadar (E), Mumbai 14",No,No,Yes,19.015541,72.84322569999999
"Ground Floor, Room No. 2 Dadasaheb Phalke Road, Dadar (E), Mumbai 14","Ground Floor, Room No. 2 Dadasaheb Phalke Road, Dadar (E), Mumbai 14",Yes,No,No,19.0155271,72.84326949999999
"Pandal - 1Govindaji Keni Road, Opp. Apana Bazar, Naigaon, Dadar (E), Mumbai 14","Pandal - 1Govindaji Keni Road, Opp. Apana Bazar, Naigaon, Dadar (E), Mumbai 14",No,Yes,Yes,19.0075979,72.8448389
"Pandal - 2 Govindaji Keni Road, Opp. Apana Bazar, Naigaon, Dadar (E), Mumbai 14","Pandal - 2 Govindaji Keni Road, Opp. Apana Bazar, Naigaon, Dadar (E), Mumbai 14",Yes,Yes,No,19.0066793,72.8456618
"Pandal - 3 Govindaji Keni Road, Opp. Apana Bazar, Naigaon, Dadar (E), Mumbai 14","Pandal - 3 Govindaji Keni Road, Opp. Apana Bazar, Naigaon, Dadar (E), Mumbai 14",Yes,Yes,No,19.0092045,72.8429221
"Pandal - 4 Govindaji Keni Road, Opp. Apana Bazar, Naigaon, Dadar (E), Mumbai 14","Pandal - 4 Govindaji Keni Road, Opp. Apana Bazar, Naigaon, Dadar (E), Mumbai 14",Yes,Yes,Yes,19.0093864,72.8423437
"Shindewadi, Pandal - 1 Dadasaheb Phalke Road, Dadar (E), Mumbai 14","Shindewadi, Pandal - 1 Dadasaheb Phalke Road, Dadar (E), Mumbai 14",No,No,Yes,19.015541,72.84322569999999
"Shindewadi, Pandal - 2 Dadasaheb Phalke Road, Dadar (E), Mumbai 14","Shindewadi, Pandal - 2 Dadasaheb Phalke Road, Dadar (E), Mumbai 14",No,No,No,19.0155271,72.84326949999999
"Shindewadi, Pandal - 3 Dadasaheb Phalke Road, Dadar (E), Mumbai 14","Shindewadi, Pandal - 3 Dadasaheb Phalke Road, Dadar (E), Mumbai 14",No,Yes,No,19.0155271,72.8432696
"Shindewadi, Pandal - 4 Dadasaheb Phalke Road, Dadar (E), Mumbai 14","Shindewadi, Pandal - 4 Dadasaheb Phalke Road, Dadar (E), Mumbai 14",Yes,No,Yes,19.0151893,72.8431897
"Shindewadi, Pandal - 5 Dadasaheb Phalke Road, Dadar (E), Mumbai 14 stage partition","Shindewadi, Pandal - 5 Dadasaheb Phalke Road, Dadar (E), Mumbai 14 stage partition",No,Yes,Yes,19.0155742,72.8431296
"Ground Floor, Hall Partition- A Dadasaheb Phalke Road, Dadar (E), Mumbai 14","Ground Floor, Hall Partition- A Dadasaheb Phalke Road, Dadar (E), Mumbai 14",Yes,Yes,Yes,19.009398,72.84191000000001
"Ground Floor, Room No. 2 Dr. Babsaheb Ambedkar Road (E), Dadar (East), Mumbai - 14","Ground Floor, Room No. 2 Dr. Babsaheb Ambedkar Road (E), Dadar (East), Mumbai - 14",Yes,Yes,Yes,19.010342,72.841967
", Ground Floor, Room No. 3 Dr. Babsaheb Ambedkar Road (E), Dadar (East), Mumbai - 14",", Ground Floor, Room No. 3 Dr. Babsaheb Ambedkar Road (E), Dadar (East), Mumbai - 14",No,Yes,Yes,19.012194,72.844044
"India Bulls Finance Center Building, Ground Floor, Partition -A Senapati Bapat Marg(E), Elephiston, Mumbai 13","India Bulls Finance Center Building, Ground Floor, Partition -A Senapati Bapat Marg(E), Elephiston, Mumbai 13",Yes,Yes,No,19.01463,72.8384913
"India Bulls Finance Center Building, Ground Floor, Partition -B Senapati Bapat Marg(E), Elephiston, Mumbai 13","India Bulls Finance Center Building, Ground Floor, Partition -B Senapati Bapat Marg(E), Elephiston, Mumbai 13",No,No,No,19.01463,72.8384913
"India Bulls Finance Center Building, Ground Floor, Partition -C Senapati Bapat Marg(E), Elephiston, Mumbai 13","India Bulls Finance Center Building, Ground Floor, Partition -C Senapati Bapat Marg(E), Elephiston, Mumbai 13",No,Yes,Yes,19.01463,72.8384913
"India Bulls Finance Center Building, Ground Floor, Partition -D Senapati Bapat Marg(E), Elephiston, Mumbai 13","India Bulls Finance Center Building, Ground Floor, Partition -D Senapati Bapat Marg(E), Elephiston, Mumbai 13",No,No,No,19.01463,72.8384913
"Hutatma Babu Genu Mumbai Mills Worker Krida Bhavan, Open Stage Partition - A Senapati Bapat Marg(E), Elephiston, Mumbai 13","Hutatma Babu Genu Mumbai Mills Worker Krida Bhavan, Open Stage Partition - A Senapati Bapat Marg(E), Elephiston, Mumbai 13",No,Yes,Yes,19.026602,72.83609659999999
"Hutatma Babu Genu Mumbai Mills Worker Krida Bhavan, Open Stage Partition - B Senapati Bapat Marg(E), Elephiston, Mumbai 13","Hutatma Babu Genu Mumbai Mills Worker Krida Bhavan, Open Stage Partition - B Senapati Bapat Marg(E), Elephiston, Mumbai 13",No,Yes,No,19.026602,72.83609659999999
"India Bulls Finance Center Building, Ground Floor, Partition -E Senapati Bapat Marg(E), Elephiston, Mumbai 13","India Bulls Finance Center Building, Ground Floor, Partition -E Senapati Bapat Marg(E), Elephiston, Mumbai 13",Yes,Yes,No,19.01463,72.8384913
"Pandal - 5 Govindji Keni Road, Opp. Apna Bazar, Naigaon, Dadar East - 12","Pandal - 5 Govindji Keni Road, Opp. Apna Bazar, Naigaon, Dadar East - 12",No,No,Yes,19.0091195,72.8437218
"Pandal - 6 Govindji Keni Road, Opp. Apna Bazar, Naigaon, Dadar East - 12","Pandal - 6 Govindji Keni Road, Opp. Apna Bazar, Naigaon, Dadar East - 12",No,No,Yes,19.009256,72.843465
"Pandal - 7 Govindji Keni Road, Opp. Apna Bazar, Naigaon, Dadar East - 12","Pandal - 7 Govindji Keni Road, Opp. Apna Bazar, Naigaon, Dadar East - 12",No,Yes,Yes,19.0092657,72.84253
"Ground Floor, Room No. 2 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No. 2 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",No,No,No,19.010342,72.841967
"Ground Floor, Room No. 3 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No. 3 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",No,No,Yes,19.012194,72.844044
"Ground Floor, Room No. 4 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No. 4 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",No,No,No,19.0142991,72.8456168
"Ground Floor, Room No. 5 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No. 5 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",Yes,No,Yes,19.000156,72.847492
"Ground Floor, Room No. 6 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No. 6 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",Yes,No,Yes,19.013856,72.845193
"Ground Floor, Room No. 7 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14","Ground Floor, Room No. 7 Dr. Babasaheb Ambedkar Road (E), Dadar (East), Mumbai-14",No,No,Yes,19.0057649,72.84041599999999
"Pandal - 8 Govindji Keni Road, Opp. Apna Bazar, Naigaon, Dadar East - 12","Pandal - 8 Govindji Keni Road, Opp. Apna Bazar, Naigaon, Dadar East - 12",Yes,Yes,Yes,19.0083674,72.8437241
